N1,L1,N2,L2,L_joint,result
1871,-0.05373973233875809,1476,-0.5194145785835645,-0.4064059689311543,986.075641634832
1871,-0.056122758969979446,1476,-0.47595188912044695,-0.3048172363942473,425.4252396738689
1871,-0.05491305299035987,1476,-0.4931133934213474,-0.40207877220329225,1030.3599194590943
1871,-0.0036398782170783185,1476,-0.5579688612894979,-0.38972350231809877,948.0646217024484
1871,-0.07719127408110756,1476,-0.5716789300540143,-0.3891021629543705,628.2039296856019
1871,-0.05096320678108338,1476,-0.5580987764199442,-0.40787391199311784,892.0960591154417
1871,-0.056389628318488816,1476,-0.5404884973105814,-0.36203558643998873,616.9341824006635
1871,-0.055437736897174295,1476,-0.5043903163390836,-0.3347590959554505,544.4691630235848
1871,-0.05736753868517419,1476,-0.49381317807260766,-0.33456061680235,567.1429374446711
1871,-0.061202290389227906,1476,-0.4909739648210975,-0.3366483407945723,575.1498784904961
1871,-0.053784789991402376,1476,-0.4302907141406717,-0.26779140856394984,321.1148166359894
1871,-0.05180993055075819,1476,-0.5572009192887789,-0.44178224611337447,1118.5604816215161
1871,-0.056565999896131786,1476,-0.588410574745969,-0.46504002280540657,1164.3199243979661
1871,-0.05527135085324994,1476,-0.5523367184902693,-0.4019444840189636,853.292988146806
1871,-0.05208653070712631,1476,-0.5747933796973305,-0.45974614182832885,1185.8428186262472
1871,-0.009259656488457963,1476,-0.570066923252637,-0.3809718084120287,832.7380934885259
1871,-0.0019808937409222386,1476,-0.5316163380650029,-0.3294329331675785,628.480120277351
1871,-0.054626422874704476,1476,-0.5726004243226059,-0.4305741222754427,987.5346475143365
1871,-0.05571459177940228,1476,-0.5224177534263799,-0.35084731974483807,597.9107478187495
1871,-0.05441476887784463,1476,-0.5408369576233009,-0.3485598754657319,533.0890423227308
1871,-0.007157803868215058,1476,-0.5744577485253459,-0.4011180829304463,962.5006714147257
1871,-0.056122758969979446,1476,-0.4767398713173158,-0.29645993584167923,367.15534632982144
1871,-0.053784789991402376,1476,-0.529666782422739,-0.4045363934839197,943.1275921216052
1871,-0.053204808172365184,1476,-0.564120214377386,-0.4392009024407955,1075.635575915651
1871,-0.05208653070712631,1476,-0.5325467369500045,-0.41193976145064654,990.538997768148
1871,-0.05208653070712631,1476,-0.5319094440321069,-0.4317680541258611,1125.1508776296682
1871,-0.05288302303536467,1476,-0.5082834009631362,-0.34663632950131684,622.0427178403024
1871,-0.05288302303536467,1476,-0.497935307520583,-0.40394826759602404,1036.2364032886892
1871,-0.05485800980399697,1476,-0.5251843354555908,-0.41276996672956173,1007.4593263362253
1871,-0.009138200699306142,1476,-0.5565670115869602,-0.4671356958079835,1449.8253825171316
1871,-0.05724608289602237,1476,-0.5828054612258459,-0.4386830041550042,1001.8874660779854
1871,-0.009259656488457965,1476,-0.5833496515149977,-0.3936667128602719,878.507170034577
1871,-0.05441476887784463,1476,-0.5555414225035432,-0.4251836330305886,1002.6008951354058
1871,-0.05724608289602237,1476,-0.5778456954775743,-0.4690250946427615,1219.6386482919304
1871,-0.05491305299035987,1476,-0.5801639430321546,-0.4801478470481135,1295.981084019225
1871,-0.05180993055075819,1476,-0.49379446273450944,-0.40084189323567904,1031.6816192064264
1871,-0.0036398782170783185,1476,-0.45904361794682613,-0.2695534729695316,435.6737635907066
1871,-0.05527135085324994,1476,-0.5014433467202026,-0.45691410653769365,1371.496874752422
1871,-0.009259656488457963,1476,-0.5184817199386832,-0.35654500425778685,821.5045866628225
1871,-0.005620523636055214,1476,-0.5425142665529838,-0.4356114767609112,1293.4491111270129
1871,-0.0036398782170783185,1476,-0.4468337997450946,-0.26042162516428197,410.58855771387744
1871,-0.05527135085324994,1476,-0.5176243372930075,-0.458983384719171,1337.5823387283112
1871,-0.054591267853359354,1476,-0.5320046984645712,-0.3531811206407778,589.4360273946816
1871,-0.05804257522426073,1476,-0.5186207085871284,-0.3697387401236139,726.867478149085
1871,-0.012333595050089982,1476,-0.5270997962256173,-0.418571654698153,1199.767745413977
1871,-0.056389628318488816,1476,-0.5043335641023077,-0.3705016322549303,780.3352559167063
1871,-0.05724608289602237,1476,-0.5737771573261012,-0.45335639795263477,1126.7627172713708
1871,-0.05441476887784463,1476,-0.5232322816844542,-0.36080534478265197,667.0292173016685
1871,-0.008616086214456935,1476,-0.5427443641927047,-0.39092069542543506,982.4003774665002
1871,-0.05627924231264418,1476,-0.5628236211314789,-0.48001020863014454,1341.1360822561473
1871,-0.05724608289602237,1476,-0.597464408674825,-0.46601805762902637,1141.5951011637035
1871,-0.053784789991402376,1476,-0.5689981403859312,-0.4148451948736561,896.0285399171576
1871,-0.05441476887784463,1476,-0.5514307986989977,-0.40659527180248034,890.3049665454673
1871,-0.005620523636055214,1476,-0.5921320534678457,-0.45378555150194133,1268.634660470796
1871,-0.05208653070712631,1476,-0.5329471999941184,-0.33451919886194925,471.1035848931838
1871,-0.008816415562305627,1476,-0.5982224454258843,-0.42904574848004684,1073.0885543940753
1871,-0.055437736897174295,1476,-0.5630074845370544,-0.3806736604681006,678.7833773508544
