N1,L1,N2,L2,L_joint,result
1871,-0.053784789991402376,1476,-0.5975189561986736,-0.45720214036797496,1095.3724847769122
1871,-0.009138200699306142,1476,-0.5439200209110462,-0.336544266504252,612.9802712332512
1871,-0.056122758969979446,1476,-0.5859165466007539,-0.45124776825977053,1081.0155510998156
1871,-0.05011141668031295,1476,-0.5934607979007817,-0.43380490460933463,964.4768348340474
1871,-0.006635689383365852,1476,-0.5877041116856883,-0.44062334003000136,1189.7993507921226
1871,-0.05571459177940228,1476,-0.5812890806429416,-0.38207912853439036,633.1883179127221
1871,-0.05180993055075819,1476,-0.555635076036131,-0.3567924462698456,554.2611307507505
1871,-0.05441476887784463,1476,-0.6083122739841013,-0.4338770024498543,905.0147564573629
1871,-0.05373973233875809,1476,-0.5836688510940851,-0.420348896648048,889.7309873206614
1871,-0.05575952203417481,1476,-0.5923587449927142,-0.4579906350244218,1108.494164183105
1871,-0.05724608289602237,1476,-0.6024323773407284,-0.45577500347959854,1058.3626531856864
1871,-0.054591267853359354,1476,-0.5903738781938325,-0.44595833207656665,1038.180862185073
1871,-0.05575952203417481,1476,-0.6120928277707252,-0.4684046124808847,1119.9503169159793
1871,-0.05627924231264418,1476,-0.5513011955590469,-0.4386037390730157,1097.9753753305463
1871,-0.003961663354078833,1476,-0.5228013396421037,-0.31272357016656355,535.2374798005233
1871,-0.057261481549117414,1476,-0.5759981164246503,-0.38910394918055097,690.0429321722436
1871,-0.008816415562305627,1476,-0.5787642874606778,-0.3893450609071585,864.7726340944503
1871,-0.05406151747575861,1476,-0.5666342592551762,-0.43098764056264666,1010.0287342107881
1871,-0.05406151747575861,1476,-0.5915428268784945,-0.45891369022891926,1123.4356190527812
1871,-0.05485800980399697,1476,-0.6129053126956007,-0.44875242345096494,989.3735668167897
1871,-0.005620523636055214,1476,-0.6015958788623814,-0.46572690232378416,1320.6328503075426
1871,-0.05571459177940228,1476,-0.5813778803535763,-0.4489798257581555,1080.7594483828125
1871,-0.007157803868215058,1476,-0.5632901379732164,-0.45215534239817184,1337.110872641567
1871,-0.052651690831932045,1476,-0.5639365082416629,-0.41676858069038986,928.0856797189913
1871,-0.054591267853359354,1476,-0.6015346446334693,-0.40678466295265553,743.005738539804
1871,-0.005620523636055214,1476,-0.6064627663392287,-0.456408183203925,1243.8862926875524
1871,-0.05485800980399697,1476,-0.5489743584842995,-0.38510266916751285,752.0262884751223
1871,-0.05485800980399697,1476,-0.5877187108539087,-0.4605198875311268,1142.4958200060678
1871,-0.009259656488457963,1476,-0.5879827525508586,-0.37803890930234363,760.2177387599436
1871,-0.05373973233875809,1476,-0.6009550421557862,-0.45962101311302545,1101.5896989230785
1871,-0.005620523636055214,1476,-0.5775561896358206,-0.3637986318124653,709.2901701015819
1871,-0.007157803868215058,1476,-0.5875269173263977,-0.3985107347850399,906.4668966286704
1871,-0.05724608289602237,1476,-0.5522633555485302,-0.40127941640416226,841.6681456332853
1871,-0.052938193549715684,1476,-0.5641313969724783,-0.4333249186281464,1037.2664011710203
1871,-0.05575952203417481,1476,-0.5707150769377938,-0.4029569485453989,803.9907749906508
1871,-0.05571459177940228,1476,-0.5708167743318997,-0.47338149894321846,1275.2806336596134
1871,-0.05208653070712631,1476,-0.5016786500640074,-0.3270207707678957,513.2138666252777
1871,-0.053204808172365184,1476,-0.5753944483078651,-0.4618514697781678,1193.976935109247
1871,-0.005942308773055728,1476,-0.5661375636260065,-0.44912940406896695,1312.998023584919
